Colors,V,dV,Peak wavelength,d l,pv/e 1,pv/e 2,sigma,BlueWave,Blue_I,Peak v/e Blue,OrangeWave,Orange_I,Peak v/e Orange,RedWave,Red_I,Peak v/e Red,YellowWave,Yellow_I,Peak v/e Yellow
,,,,,,,,236.37,-1.44,,236.37,16.42,,236.37,23.3,,236.37,216.4,
,,,,,,,,236.59,6.93,,236.59,10,,236.59,20.01,,236.59,99.67,
,,,,,,,,236.81,-4.13,,236.81,8.57,,236.81,0.9,,236.81,157.69,
,,,,,,,,237.03,-13.05,,237.03,8.5,,237.03,9.56,,237.03,169.3,
,,,,,,,,237.25,-19.33,,237.25,4.33,,237.25,11.18,,237.25,168.62,
,,,,,,,,237.47,-16.28,,237.47,3.58,,237.47,15.79,,237.47,-20.48,
,,,,,,,,237.69,-13.32,,237.69,-5.84,,237.69,2.99,,237.69,-45.06,
,,,,,,,,237.91,-4.59,,237.91,-0.92,,237.91,4.14,,237.91,-84.65,
,,,,,,,,238.13,-7.5,,238.13,4.06,,238.13,4.01,,238.13,69.63,
,,,,,,,,238.35,-3.17,,238.35,23.79,,238.35,16.13,,238.35,76.46,
,,,,,,,,238.57,-4.04,,238.57,18.67,,238.57,18.6,,238.57,237.56,
,,,,,,,,238.79,-0.26,,238.79,9.11,,238.79,23.64,,238.79,79.19,
,,,,,,,,239.01,-9.5,,239.01,-4.33,,239.01,8.75,,239.01,63.49,
,,,,,,,,239.23,-13.28,,239.23,-2.9,,239.23,5.38,,239.23,-102.4,
,,,,,,,,239.45,-11.37,,239.45,2.36,,239.45,6.4,,239.45,-44.37,
,,,,,,,,239.67,-2.08,,239.67,-0.44,,239.67,16.94,,239.67,-126.29,
,,,,,,,,239.89,2.38,,239.89,0.17,,239.89,13.99,,239.89,-92.16,
,,,,,,,,240.11,5.65,,240.11,-7.34,,240.11,8.49,,240.11,-165.2,
,,,,,,,,240.33,5.56,,240.33,0.24,,240.33,2.3,,240.33,-50.52,
,,,,,,,,240.55,6.75,,240.55,8.09,,240.55,11.18,,240.55,-62.8,
,,,,,,,,240.77,-0.26,,240.77,15.39,,240.77,9.17,,240.77,2.73,
,,,,,,,,240.99,5.2,,240.99,11.71,,240.99,15.83,,240.99,-45.74,
,,,,,,,,241.21,-0.76,,241.21,-6.59,,241.21,3.37,,241.21,-114.69,
,,,,,,,,241.43,6.84,,241.43,-4.68,,241.43,4.39,,241.43,-214.35,
,,,,,,,,241.65,-1.08,,241.65,-2.08,,241.65,0.51,,241.65,-213.67,
,,,,,,,,241.87,-1.95,,241.87,3.72,,241.87,2.47,,241.87,-190.46,
,,,,,,,,242.09,-10.96,,242.09,-0.03,,242.09,-1.32,,242.09,-201.38,
,,,,,,,,242.31,-4.04,,242.31,4.61,,242.31,4.14,,242.31,-105.81,
,,,,,,,,242.53,-6.54,,242.53,10.14,,242.53,9.3,,242.53,-31.4,
,,,,,,,,242.75,2.29,,242.75,17.44,,242.75,21.63,,242.75,167.25,
,,,,,,,,242.97,-8.41,,242.97,11.3,,242.97,17.58,,242.97,111.96,
,,,,,,,,243.19,-5.5,,243.19,10.14,,243.19,9.98,,243.19,34.13,
,,,,,,,,243.41,-8.36,,243.41,-0.44,,243.41,-4.74,,243.41,-16.38,
,,,,,,,,243.63,-3.86,,243.63,-0.24,,243.63,-9.3,,243.63,-53.25,
,,,,,,,,243.85,-8.5,,243.85,7.82,,243.85,1.66,,243.85,118.1,
,,,,,,,,244.07,-10.77,,244.07,11.91,,244.07,3.07,,244.07,68.27,
,,,,,,,,244.29,-4.72,,244.29,-0.99,,244.29,8.28,,244.29,29.35,
,,,,,,,,244.51,4.43,,244.51,-3.31,,244.51,10.5,,244.51,66.9,
,,,,,,,,244.73,5.84,,244.73,-3.72,,244.73,11.78,,244.73,104.45,
,,,,,,,,244.95,7.93,,244.95,25.84,,244.95,13.01,,244.95,165.89,
,,,,,,,,245.17,7.38,,245.17,26.93,,245.17,14.46,,245.17,182.27,
,,,,,,,,245.39,11.12,,245.39,25.02,,245.39,21.59,,245.39,157.69,
,,,,,,,,245.61,-0.08,,245.61,12.8,,245.61,11.18,,245.61,162.47,
,,,,,,,,245.83,-3.99,,245.83,13.28,,245.83,3.8,,245.83,93.52,
,,,,,,,,246.05,-6.5,,246.05,18.81,,246.05,3.8,,246.05,279.89,
,,,,,,,,246.27,-2.08,,246.27,18.74,,246.27,8.96,,246.27,199.34,
,,,,,,,,246.49,0.19,,246.49,15.87,,246.49,5.76,,246.49,170.66,
,,,,,,,,246.71,-1.08,,246.71,16.08,,246.71,5.85,,246.71,-53.93,
,,,,,,,,246.93,-3.13,,246.93,5.22,,246.93,10.15,,246.93,81.24,
,,,,,,,,247.15,-4.13,,247.15,-2.56,,247.15,10.88,,247.15,28.67,
,,,,,,,,247.37,-4.22,,247.37,-5.7,,247.37,8.36,,247.37,51.2,
,,,,,,,,247.59,-3.31,,247.59,1.81,,247.59,8.02,,247.59,62.8,
,,,,,,,,247.81,-0.63,,247.81,3.04,,247.81,1.07,,247.81,33.45,
,,,,,,,,248.03,-0.76,,248.03,-1.88,,248.03,5.21,,248.03,120.15,
,,,,,,,,248.25,-2.17,,248.25,0.17,,248.25,10.24,,248.25,25.26,
,,,,,,,,248.47,-4.63,,248.47,8.57,,248.47,26.2,,248.47,31.4,
,,,,,,,,248.69,-12.37,,248.69,4.27,,248.69,15.83,,248.69,10.24,
,,,,,,,,248.91,-11.87,,248.91,0.65,,248.91,11.22,,248.91,117.42,
,,,,,,,,249.13,-13.96,,249.13,-9.73,,249.13,2.3,,249.13,131.75,
,,,,,,,,249.35,-1.17,,249.35,-7.95,,249.35,8.32,,249.35,-36.18,
,,,,,,,,249.57,-3.77,,249.57,-9.59,,249.57,4.78,,249.57,-111.27,
,,,,,,,,249.78,2.2,,249.78,2.7,,249.78,7.3,,249.78,-30.04,
,,,,,,,,250,0.97,,250,-1.67,,250,3.54,,250,67.58,
,,,,,,,,250.22,3.74,,250.22,-0.44,,250.22,6.83,,250.22,-15.02,
,,,,,,,,250.44,-7.36,,250.44,-9.59,,250.44,7.47,,250.44,-89.43,
,,,,,,,,250.66,-12.64,,250.66,6.04,,250.66,22.19,,250.66,73.73,
,,,,,,,,250.88,-9.14,,250.88,3.52,,250.88,16.34,,250.88,88.06,
,,,,,,,,251.1,-4.9,,251.1,11.16,,251.1,19.8,,251.1,99.67,
,,,,,,,,251.32,-7.82,,251.32,2.08,,251.32,8.79,,251.32,66.22,
,,,,,,,,251.54,-8.95,,251.54,11.91,,251.54,11.78,,251.54,129.02,
,,,,,,,,251.76,-10.96,,251.76,7.13,,251.76,11.95,,251.76,66.22,
,,,,,,,,251.98,-5.31,,251.98,12.46,,251.98,14.08,,251.98,71,
,,,,,,,,252.2,-8.13,,252.2,5.97,,252.2,15.32,,252.2,106.49,
,,,,,,,,252.42,-1.99,,252.42,-1.06,,252.42,11.43,,252.42,193.19,
,,,,,,,,252.64,-6.31,,252.64,-0.65,,252.64,2.82,,252.64,204.11,
,,,,,,,,252.86,-3.36,,252.86,-3.11,,252.86,5.55,,252.86,234.15,
,,,,,,,,253.08,-4.13,,253.08,1.67,,253.08,2.65,,253.08,284.67,
,,,,,,,,253.3,4.38,,253.3,9.52,,253.3,13.7,,253.3,185,
,,,,,,,,253.51,0.51,,253.51,15.74,,253.51,8.41,,253.51,97.62,
,,,,,,,,253.73,1.7,,253.73,16.49,,253.73,9.17,,253.73,-124.93,
,,,,,,,,253.95,-5.04,,253.95,18.19,,253.95,1.19,,253.95,-131.75,
,,,,,,,,254.17,-3.81,,254.17,19.08,,254.17,1.54,,254.17,-68.27,
,,,,,,,,254.39,-6.54,,254.39,19.01,,254.39,2.77,,254.39,210.94,
,,,,,,,,254.61,-4.77,,254.61,9.18,,254.61,7.55,,254.61,169.98,
,,,,,,,,254.83,-7.5,,254.83,-3.93,,254.83,7.25,,254.83,128.34,
,,,,,,,,255.05,-6.95,,255.05,-1.19,,255.05,2.99,,255.05,-6.14,
,,,,,,,,255.27,-10.36,,255.27,-4.33,,255.27,4.18,,255.27,47.1,
,,,,,,,,255.49,-3.04,,255.49,16.35,,255.49,11.48,,255.49,83.97,
,,,,,,,,255.71,-3.22,,255.71,19.83,,255.71,19.93,,255.71,135.85,
,,,,,,,,255.93,-0.63,,255.93,27.61,,255.93,20.18,,255.93,114,
,,,,,,,,256.15,-6.09,,256.15,22.56,,256.15,18.77,,256.15,161.79,
,,,,,,,,256.36,-7.73,,256.36,17.31,,256.36,16.43,,256.36,35.5,
,,,,,,,,256.58,-5.95,,256.58,7.75,,256.58,3.58,,256.58,8.87,
,,,,,,,,256.8,-1.58,,256.8,5.36,,256.8,-2.82,,256.8,-3.41,
,,,,,,,,257.02,1.29,,257.02,3.11,,257.02,-10.54,,257.02,81.24,
,,,,,,,,257.24,-3.04,,257.24,7,,257.24,0.51,,257.24,15.02,
,,,,,,,,257.46,-8.91,,257.46,-1.74,,257.46,7.17,,257.46,-33.45,
,,,,,,,,257.68,-10.5,,257.68,-5.77,,257.68,14.38,,257.68,-14.34,
,,,,,,,,257.9,-10.41,,257.9,-8.29,,257.9,9.73,,257.9,88.75,
,,,,,,,,258.12,-8.32,,258.12,3.11,,258.12,14.04,,258.12,38.23,
,,,,,,,,258.34,-11.32,,258.34,4.13,,258.34,12.5,,258.34,49.15,
,,,,,,,,258.56,-10,,258.56,3.79,,258.56,9.09,,258.56,8.19,
,,,,,,,,258.77,-11.59,,258.77,9.93,,258.77,3.46,,258.77,223.91,
,,,,,,,,258.99,-7.5,,258.99,20.31,,258.99,7.38,,258.99,138.58,
,,,,,,,,259.21,-12.96,,259.21,25.63,,259.21,4.35,,259.21,120.15,
,,,,,,,,259.43,-7.63,,259.43,13.28,,259.43,2.77,,259.43,-55.98,
,,,,,,,,259.65,-7.04,,259.65,5.84,,259.65,-1.62,,259.65,-64.17,
,,,,,,,,259.87,1.97,,259.87,3.99,,259.87,11.73,,259.87,-86.01,
,,,,,,,,260.09,-3.22,,260.09,1.95,,260.09,19.84,,260.09,-2.73,
,,,,,,,,260.31,5.11,,260.31,4.61,,260.31,16,,260.31,48.47,
,,,,,,,,260.53,1.01,,260.53,12.6,,260.53,10.03,,260.53,95.57,
,,,,,,,,260.74,6.56,,260.74,30.34,,260.74,8.32,,260.74,34.13,
,,,,,,,,260.96,-7.41,,260.96,36.69,,260.96,15.83,,260.96,105.13,
,,,,,,,,261.18,-2.67,,261.18,30.82,,261.18,20.91,,261.18,185,
,,,,,,,,261.4,-5.68,,261.4,7.48,,261.4,16.09,,261.4,260.77,
,,,,,,,,261.62,-0.85,,261.62,-1.74,,261.62,24.4,,261.62,255.31,
,,,,,,,,261.84,-1.35,,261.84,-5.97,,261.84,23.04,,261.84,260.09,
,,,,,,,,262.06,-2.45,,262.06,3.79,,262.06,17.58,,262.06,19.8,
,,,,,,,,262.28,-3.13,,262.28,5.63,,262.28,8.19,,262.28,-34.13,
,,,,,,,,262.5,-2.67,,262.5,9.73,,262.5,5.46,,262.5,-116.05,
,,,,,,,,262.71,-9,,262.71,-1.6,,262.71,8.87,,262.71,8.19,
,,,,,,,,262.93,-7.95,,262.93,0.24,,262.93,0.9,,262.93,15.7,
,,,,,,,,263.15,-7.27,,263.15,-0.72,,263.15,3.41,,263.15,70.31,
,,,,,,,,263.37,4.79,,263.37,21.95,,263.37,14.63,,263.37,75.09,
,,,,,,,,263.59,3.93,,263.59,18.06,,263.59,18.6,,263.59,109.22,
,,,,,,,,263.81,-4.08,,263.81,14.85,,263.81,13.74,,263.81,105.81,
,,,,,,,,264.03,-9.14,,264.03,-1.06,,264.03,2.18,,264.03,111.96,
,,,,,,,,264.24,-7.86,,264.24,-7.68,,264.24,10.07,,264.24,-50.52,
,,,,,,,,264.46,3.2,,264.46,-9.25,,264.46,14.29,,264.46,10.24,
,,,,,,,,264.68,5.38,,264.68,1.47,,264.68,13.35,,264.68,58.71,
,,,,,,,,264.9,4.06,,264.9,-0.38,,264.9,4.52,,264.9,110.59,
,,,,,,,,265.12,0.33,,265.12,3.99,,265.12,12.76,,265.12,-36.18,
,,,,,,,,265.34,-3.22,,265.34,-12.39,,265.34,14.93,,265.34,-88.75,
,,,,,,,,265.56,-5.04,,265.56,0.99,,265.56,24.15,,265.56,-9.56,
,,,,,,,,265.78,-4.59,,265.78,-0.38,,265.78,15.87,,265.78,191.83,
,,,,,,,,265.99,-2.04,,265.99,12.8,,265.99,19.33,,265.99,256,
,,,,,,,,266.21,1.42,,266.21,9.25,,266.21,8.28,,266.21,289.45,
,,,,,,,,266.43,-3.54,,266.43,11.57,,266.43,7.21,,266.43,144.72,
,,,,,,,,266.65,-5.68,,266.65,12.25,,266.65,0.77,,266.65,49.15,
,,,,,,,,266.87,-5.04,,266.87,8.23,,266.87,3.54,,266.87,-92.16,
,,,,,,,,267.09,-8.18,,267.09,1.26,,267.09,-1.19,,267.09,-118.78,
,,,,,,,,267.3,-7.5,,267.3,4.81,,267.3,4.1,,267.3,-43.01,
,,,,,,,,267.52,-11.73,,267.52,15.26,,267.52,15.1,,267.52,21.16,
,,,,,,,,267.74,-8.09,,267.74,23.86,,267.74,18.22,,267.74,-19.8,
,,,,,,,,267.96,-14.32,,267.96,14.17,,267.96,19.88,,267.96,29.35,
,,,,,,,,268.18,-12.69,,268.18,5.15,,268.18,16.43,,268.18,42.32,
,,,,,,,,268.4,-10.5,,268.4,-7.82,,268.4,14.72,,268.4,105.81,
,,,,,,,,268.62,1.19,,268.62,1.4,,268.62,17.58,,268.62,53.25,
,,,,,,,,268.83,-6.18,,268.83,-6.18,,268.83,4.27,,268.83,-1.37,
,,,,,,,,269.05,-3.67,,269.05,-0.03,,269.05,10.5,,269.05,148.82,
,,,,,,,,269.27,-9.91,,269.27,-14.92,,269.27,-1.41,,269.27,-88.75,
,,,,,,,,269.49,-3.04,,269.49,1.33,,269.49,13.74,,269.49,-72.36,
,,,,,,,,269.71,-6,,269.71,8.98,,269.71,13.74,,269.71,-68.27,
,,,,,,,,269.93,0.33,,269.93,19.69,,269.93,23.12,,269.93,288.08,
,,,,,,,,270.14,-9.68,,270.14,11.84,,270.14,19.84,,270.14,322.21,
,,,,,,,,270.36,-7.73,,270.36,17.51,,270.36,20.22,,270.36,169.3,
,,,,,,,,270.58,-15.01,,270.58,0.17,,270.58,15.91,,270.58,5.46,
,,,,,,,,270.8,-6.09,,270.8,10.48,,270.8,17.37,,270.8,122.2,
,,,,,,,,271.02,-6.45,,271.02,-0.17,,271.02,11.61,,271.02,196.6,
,,,,,,,,271.23,-1.85,,271.23,17.99,,271.23,18.47,,271.23,176.81,
,,,,,,,,271.45,-3.17,,271.45,5.9,,271.45,10.97,,271.45,77.14,
,,,,,,,,271.67,-2.99,,271.67,8.57,,271.67,14.72,,271.67,10.24,
,,,,,,,,271.89,0.56,,271.89,-1.81,,271.89,6.53,,271.89,54.61,
,,,,,,,,272.11,0.01,,272.11,9.11,,272.11,9.56,,272.11,-40.28,
,,,,,,,,272.33,-3.4,,272.33,8.43,,272.33,8.15,,272.33,-27.31,
,,,,,,,,272.54,-3.81,,272.54,19.22,,272.54,18.73,,272.54,56.66,
,,,,,,,,272.76,-0.44,,272.76,12.12,,272.76,14.34,,272.76,126.97,
,,,,,,,,272.98,0.88,,272.98,10.68,,272.98,18.3,,272.98,94.89,
,,,,,,,,273.2,-8.41,,273.2,11.91,,273.2,6.83,,273.2,55.98,
,,,,,,,,273.42,-12.78,,273.42,24.4,,273.42,15.45,,273.42,145.41,
,,,,,,,,273.63,-12.78,,273.63,26.93,,273.63,14.46,,273.63,173.39,
,,,,,,,,273.85,-13.37,,273.85,32.53,,273.85,19.5,,273.85,70.31,
,,,,,,,,274.07,-10.55,,274.07,26.45,,274.07,5.33,,274.07,106.49,
,,,,,,,,274.29,-5.04,,274.29,30.89,,274.29,-1.28,,274.29,139.26,
,,,,,,,,274.51,-0.31,,274.51,18.74,,274.51,-4.61,,274.51,137.9,
,,,,,,,,274.72,0.79,,274.72,16.08,,274.72,9.94,,274.72,38.23,
,,,,,,,,274.94,-7.09,,274.94,2.08,,274.94,5.33,,274.94,69.63,
,,,,,,,,275.16,-12.37,,275.16,3.93,,275.16,0.6,,275.16,147.45,
,,,,,,,,275.38,-13.14,,275.38,-2.7,,275.38,-3.8,,275.38,88.75,
,,,,,,,,275.6,-7.77,,275.6,-7.34,,275.6,-0.26,,275.6,-130.39,
,,,,,,,,275.81,-3.63,,275.81,-21.06,,275.81,1.96,,275.81,-118.78,
,,,,,,,,276.03,1.88,,276.03,-12.19,,276.03,2.65,,276.03,-11.61,
,,,,,,,,276.25,-2.99,,276.25,4.33,,276.25,9.64,,276.25,136.53,
,,,,,,,,276.47,2.83,,276.47,7.27,,276.47,17.11,,276.47,3.41,
,,,,,,,,276.69,-8.32,,276.69,-5.29,,276.69,11.61,,276.69,-34.82,
,,,,,,,,276.9,-0.08,,276.9,-8.77,,276.9,12.84,,276.9,-125.61,
,,,,,,,,277.12,-2.67,,277.12,5.9,,277.12,20.39,,277.12,-82.6,
,,,,,,,,277.34,5.75,,277.34,25.16,,277.34,26.88,,277.34,-79.87,
,,,,,,,,277.56,1.19,,277.56,21.33,,277.56,17.83,,277.56,-27.99,
,,,,,,,,277.78,-0.17,,277.78,15.53,,277.78,0.94,,277.78,29.35,
,,,,,,,,277.99,-3.49,,277.99,10.34,,277.99,0.64,,277.99,49.83,
,,,,,,,,278.21,-4.77,,278.21,20.1,,278.21,10.84,,278.21,245.07,
,,,,,,,,278.43,-5.18,,278.43,22.15,,278.43,9.9,,278.43,230.06,
,,,,,,,,278.65,0.51,,278.65,18.6,,278.65,11.73,,278.65,311.97,
,,,,,,,,278.86,-0.13,,278.86,13.14,,278.86,2.18,,278.86,183.63,
,,,,,,,,279.08,0.38,,279.08,19.15,,279.08,13.95,,279.08,214.35,
,,,,,,,,279.3,-6.5,,279.3,14.23,,279.3,13.1,,279.3,118.1,
,,,,,,,,279.52,-5.4,,279.52,7.68,,279.52,23.72,,279.52,109.22,
,,,,,,,,279.74,-8.86,,279.74,0.85,,279.74,17.02,,279.74,53.25,
,,,,,,,,279.95,-3.77,,279.95,-4.27,,279.95,7.68,,279.95,-15.02,
,,,,,,,,280.17,-4.36,,280.17,-1.67,,280.17,3.75,,280.17,72.36,
,,,,,,,,280.39,0.06,,280.39,-7.34,,280.39,-5.08,,280.39,-0.68,
,,,,,,,,280.61,-8.18,,280.61,6.04,,280.61,4.52,,280.61,146.09,
,,,,,,,,280.82,-4.63,,280.82,8.84,,280.82,6.87,,280.82,-26.62,
,,,,,,,,281.04,-8.41,,281.04,-2.36,,281.04,6.23,,281.04,-92.16,
,,,,,,,,281.26,-3.45,,281.26,-7.82,,281.26,0.21,,281.26,-123.56,
,,,,,,,,281.48,-4.08,,281.48,-9.86,,281.48,-3.58,,281.48,-28.67,
,,,,,,,,281.69,3.65,,281.69,8.36,,281.69,4.48,,281.69,124.24,
,,,,,,,,281.91,2.79,,281.91,8.91,,281.91,11.39,,281.91,219.82,
,,,,,,,,282.13,3.33,,282.13,6.86,,282.13,13.06,,282.13,170.66,
,,,,,,,,282.35,3.02,,282.35,-3.86,,282.35,13.18,,282.35,144.04,
,,,,,,,,282.56,5.79,,282.56,-6.45,,282.56,6.74,,282.56,-62.8,
,,,,,,,,282.78,4.06,,282.78,-8.09,,282.78,3.63,,282.78,23.21,
,,,,,,,,283,-5.31,,283,6.86,,283,9.05,,283,177.49,
,,,,,,,,283.22,-6.82,,283.22,-0.03,,283.22,10.67,,283.22,266.24,
,,,,,,,,283.43,-5.36,,283.43,5.15,,283.43,14.08,,283.43,193.87,
,,,,,,,,283.65,-2.63,,283.65,-1.06,,283.65,9.43,,283.65,140.63,
,,,,,,,,283.87,6.02,,283.87,-1.19,,283.87,8.75,,283.87,67.58,
,,,,,,,,284.09,1.38,,284.09,5.63,,284.09,4.69,,284.09,40.96,
,,,,,,,,284.3,8.39,,284.3,4.4,,284.3,5.93,,284.3,-105.81,
,,,,,,,,284.52,-1.58,,284.52,16.55,,284.52,-1.19,,284.52,-114.69,
,,,,,,,,284.74,1.1,,284.74,13.21,,284.74,3.2,,284.74,-120.83,
,,,,,,,,284.96,-12.23,,284.96,8.84,,284.96,-1.19,,284.96,-135.17,
,,,,,,,,285.17,-11.18,,285.17,2.36,,285.17,6.23,,285.17,-198.65,
,,,,,,,,285.39,-11.96,,285.39,6.93,,285.39,5.29,,285.39,-90.11,
,,,,,,,,285.61,-5.63,,285.61,13.96,,285.61,13.7,,285.61,187.73,
,,,,,,,,285.83,-4.27,,285.83,14.03,,285.83,15.83,,285.83,342.69,
,,,,,,,,286.04,3.93,,286.04,5.02,,286.04,11.73,,286.04,153.6,
,,,,,,,,286.26,-0.72,,286.26,-0.79,,286.26,3.8,,286.26,-11.61,
,,,,,,,,286.48,-1.49,,286.48,2.7,,286.48,4.39,,286.48,26.62,
,,,,,,,,286.69,-11.5,,286.69,19.08,,286.69,7.17,,286.69,129.02,
,,,,,,,,286.91,-3.77,,286.91,32.6,,286.91,14.25,,286.91,199.34,
,,,,,,,,287.13,-7.09,,287.13,34.92,,287.13,12.29,,287.13,73.04,
,,,,,,,,287.35,-1.26,,287.35,11.57,,287.35,9.77,,287.35,113.32,
,,,,,,,,287.56,-3.08,,287.56,-1.81,,287.56,4.57,,287.56,-57.34,
,,,,,,,,287.78,1.24,,287.78,-6.31,,287.78,2.77,,287.78,-77.14,
,,,,,,,,288,-6.95,,288,12.73,,288,7.51,,288,-20.48,
,,,,,,,,288.21,-6.5,,288.21,14.92,,288.21,5.42,,288.21,124.24,
,,,,,,,,288.43,-7.41,,288.43,12.87,,288.43,-0.13,,288.43,121.51,
,,,,,,,,288.65,-2.08,,288.65,6.93,,288.65,5.67,,288.65,38.91,
,,,,,,,,288.87,-2.08,,288.87,3.65,,288.87,9.73,,288.87,84.65,
,,,,,,,,289.08,-2.99,,289.08,17.65,,289.08,26.2,,289.08,299.69,
,,,,,,,,289.3,-3.67,,289.3,12.73,,289.3,15.06,,289.3,288.76,
,,,,,,,,289.52,-3.45,,289.52,16.21,,289.52,11.31,,289.52,163.15,
,,,,,,,,289.73,-5.59,,289.73,-2.22,,289.73,3.03,,289.73,116.73,
,,,,,,,,289.95,-10.96,,289.95,0.17,,289.95,9.3,,289.95,279.21,
,,,,,,,,290.17,-17.69,,290.17,1.54,,290.17,8.66,,290.17,283.3,
,,,,,,,,290.39,-15.96,,290.39,12.53,,290.39,10.79,,290.39,82.6,
,,,,,,,,290.6,-14.46,,290.6,10.07,,290.6,12.84,,290.6,70.31,
,,,,,,,,290.82,-9.41,,290.82,6.59,,290.82,11.73,,290.82,98.99,
,,,,,,,,291.04,-9,,291.04,4.54,,291.04,7.77,,291.04,141.99,
,,,,,,,,291.25,-7.68,,291.25,8.23,,291.25,4.35,,291.25,67.58,
,,,,,,,,291.47,-6.13,,291.47,0.99,,291.47,3.2,,291.47,54.61,
,,,,,,,,291.69,-1.58,,291.69,-0.58,,291.69,5.5,,291.69,100.35,
,,,,,,,,291.9,-1.58,,291.9,-10.34,,291.9,3.11,,291.9,-15.02,
,,,,,,,,292.12,-1.13,,292.12,1.4,,292.12,8.15,,292.12,-145.41,
,,,,,,,,292.34,-9.23,,292.34,-2.83,,292.34,2.18,,292.34,-101.03,
,,,,,,,,292.56,-6.59,,292.56,3.17,,292.56,2.52,,292.56,6.83,
,,,,,,,,292.77,-17.97,,292.77,-2.22,,292.77,6.53,,292.77,150.18,
,,,,,,,,292.99,-12.6,,292.99,7.75,,292.99,12.97,,292.99,20.48,
,,,,,,,,293.21,-10.82,,293.21,4.2,,293.21,13.14,,293.21,-21.16,
,,,,,,,,293.42,-7.13,,293.42,5.7,,293.42,14.98,,293.42,86.7,
,,,,,,,,293.64,-4.4,,293.64,5.02,,293.64,14.72,,293.64,148.82,
,,,,,,,,293.86,-7.13,,293.86,10.27,,293.86,18.47,,293.86,66.22,
,,,,,,,,294.07,0.69,,294.07,27.14,,294.07,25.26,,294.07,230.74,
,,,,,,,,294.29,-0.81,,294.29,31.71,,294.29,25.98,,294.29,354.3,
,,,,,,,,294.51,-4.86,,294.51,32.19,,294.51,21.72,,294.51,436.9,
,,,,,,,,294.72,-2.45,,294.72,19.83,,294.72,11.56,,294.72,113.32,
,,,,,,,,294.94,-10.32,,294.94,1.88,,294.94,3.67,,294.94,8.19,
,,,,,,,,295.16,-6.82,,295.16,-1.74,,295.16,0.51,,295.16,72.36,
,,,,,,,,295.37,-14.42,,295.37,-9.86,,295.37,-4.05,,295.37,176.13,
,,,,,,,,295.59,-6.72,,295.59,8.77,,295.59,8.36,,295.59,189.78,
,,,,,,,,295.81,-7.22,,295.81,9.39,,295.81,11.65,,295.81,202.75,
,,,,,,,,296.02,-5.13,,296.02,12.8,,296.02,20.18,,296.02,248.49,
,,,,,,,,296.24,-11.37,,296.24,9.59,,296.24,9.05,,296.24,325.63,
,,,,,,,,296.46,-8.04,,296.46,0.38,,296.46,6.19,,296.46,163.15,
,,,,,,,,296.67,-6.27,,296.67,0.31,,296.67,-0.55,,296.67,150.87,
,,,,,,,,296.89,2.56,,296.89,-6.93,,296.89,0.17,,296.89,86.7,
,,,,,,,,297.11,-2.9,,297.11,-4.13,,297.11,3.67,,297.11,64.85,
,,,,,,,,297.32,-4.63,,297.32,0.58,,297.32,6.74,,297.32,-12.29,
,,,,,,,,297.54,-6.82,,297.54,3.24,,297.54,5.89,,297.54,-49.83,
,,,,,,,,297.76,2.29,,297.76,14.98,,297.76,10.62,,297.76,45.06,
,,,,,,,,297.97,4.52,,297.97,17.03,,297.97,11.82,,297.97,52.56,
,,,,,,,,298.19,6.66,,298.19,13.69,,298.19,19.46,,298.19,-34.82,
,,,,,,,,298.41,-3.17,,298.41,3.04,,298.41,11.9,,298.41,-99.67,
,,,,,,,,298.62,-2.95,,298.62,-0.31,,298.62,13.1,,298.62,-27.31,
,,,,,,,,298.84,-9.55,,298.84,-2.97,,298.84,7.04,,298.84,-43.01,
,,,,,,,,299.06,-10.68,,299.06,-0.44,,299.06,10.24,,299.06,-73.04,
,,,,,,,,299.27,-15.01,,299.27,-5.22,,299.27,3.41,,299.27,-103.08,
,,,,,,,,299.49,-13.41,,299.49,-3.99,,299.49,4.91,,299.49,-5.46,
,,,,,,,,299.71,-8.68,,299.71,-5.36,,299.71,1.41,,299.71,124.93,
,,,,,,,,299.92,-7.59,,299.92,7.07,,299.92,10.71,,299.92,47.79,
,,,,,,,,300.14,-12.6,,300.14,14.03,,300.14,11.01,,300.14,133.8,
,,,,,,,,300.35,-9.05,,300.35,18.12,,300.35,17.83,,300.35,233.47,
,,,,,,,,300.57,-11.32,,300.57,14.44,,300.57,8.49,,300.57,130.39,
,,,,,,,,300.79,-7.09,,300.79,14.64,,300.79,9.81,,300.79,34.13,
,,,,,,,,301,-8,,301,9.45,,301,1.28,,301,100.35,
,,,,,,,,301.22,4.38,,301.22,15.6,,301.22,4.18,,301.22,274.43,
,,,,,,,,301.44,1.7,,301.44,18.53,,301.44,8.7,,301.44,369.32,
,,,,,,,,301.65,2.83,,301.65,20.38,,301.65,15.96,,301.65,99.67,
,,,,,,,,301.87,-6.22,,301.87,13.41,,301.87,16,,301.87,256.68,
,,,,,,,,302.09,1.56,,302.09,2.22,,302.09,8.75,,302.09,307.88,
,,,,,,,,302.3,-4.99,,302.3,5.02,,302.3,2.05,,302.3,374.1,
,,,,,,,,302.52,-5.81,,302.52,8.77,,302.52,7.13,,302.52,134.48,
,,,,,,,,302.73,-5.68,,302.73,6.25,,302.73,8.32,,302.73,15.7,
,,,,,,,,302.95,-6,,302.95,10.89,,302.95,9.98,,302.95,188.41,
