,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Incandescent,,,,Fluorescent,,,,Halogen,,,,Hydrogen,,,,Helium,,,,LED,,,,Green Laser,,,,Red Laser,,,,Green Laser Again,,
,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L
,,581.42,11304.56,19.4430188160022,,581.42,897.43,1.54351415499983,,581.42,10794.26,18.5653400295827,,581.42,617.77,1.06251934917959,,581.42,8.99,0.0154621444050772,,581.42,9842.96,16.9291734030477,,581.42,-8.94,-0.0153761480513226,,581.42,-8.94,-0.0153761480513226,,581.42,-3.89,-0.00669051632210794
,,581.61,11263.6,19.3662419834597,,581.61,894.5,1.5379721806709,,581.61,10850.46,18.6559034404498,,581.61,664.05,1.14174446794244,,581.61,16.42,0.0282319767541824,,581.61,9985.64,17.1689620192225,,581.61,6.49,0.0111586802152645,,581.61,6.49,0.0111586802152645,,581.61,-4.44,-0.00763398153401764
,,581.81,11254.73,19.3443392172702,,581.81,879.35,1.51140406661969,,581.81,11022.95,18.945961740087,,581.81,717.85,1.23382203812241,,581.81,11.62,0.0199721558584418,,581.81,10337.55,17.7679139237896,,581.81,25.74,0.0442412471425379,,581.81,25.74,0.0442412471425379,,581.81,-7.17,-0.0123236108007769
,,582.01,11315.25,19.4416762598581,,582.01,863.61,1.48384048384048,,582.01,11110.78,19.0903592721775,,582.01,637.84,1.09592618683528,,582.01,15.96,0.0274222092403911,,582.01,10438.41,17.9351042078315,,582.01,38.43,0.0660297933025206,,582.01,38.43,0.0660297933025206,,582.01,0.48,0.00082472809745537
,,582.2,11397.17,19.5760391618001,,582.2,842.54,1.44716592236345,,582.2,11099.18,19.064204740639,,582.2,560.29,0.962366884232223,,582.2,14.92,0.0256269323256613,,582.2,10320.99,17.727567846101,,582.2,27.37,0.0470113363105462,,582.2,27.37,0.0470113363105462,,582.2,-4.16,-0.00714531088972862
,,582.4,11515.05,19.771720467033,,582.4,829.92,1.425,,582.4,11020.75,18.9229910714286,,582.4,473.59,0.813169642857143,,582.4,23.75,0.040779532967033,,582.4,10010.73,17.1887534340659,,582.4,32.29,0.0554429945054945,,582.4,32.29,0.0554429945054945,,582.4,0.07,0.000120192307692308
,,582.59,11607.43,19.9238400933761,,582.59,807.26,1.38563998695481,,582.59,11083.85,19.0251291645926,,582.59,529.3,0.908529154293757,,582.59,30.35,0.0520949552858786,,582.59,9992.3,17.1515130709418,,582.59,27.92,0.0479239259170257,,582.59,27.92,0.0479239259170257,,582.59,-9.35,-0.0160490224686315
,,582.79,11588.32,19.88421215189,,582.79,795.62,1.36519157844163,,582.79,10995.11,18.8663326412601,,582.79,462.67,0.793888021414232,,582.79,37.69,0.0646716656085382,,582.79,10080.53,17.2970195096004,,582.79,17.68,0.0303368280169529,,582.79,17.68,0.0303368280169529,,582.79,-0.34,-0.000583400538787556
,,582.99,11507.08,19.7380401036038,,582.99,778.9,1.33604349988851,,582.99,11064.06,18.9781299850769,,582.99,523.7,0.898300142369509,,582.99,42.1,0.0722139316283298,,582.99,10357,17.7653132986844,,582.99,10.58,0.0181478241479271,,582.99,10.58,0.0181478241479271,,582.99,1.57,0.00269301360229163
,,583.18,11431.99,19.6028498919716,,583.18,779.14,1.33601975376385,,583.18,11094.78,19.0246236153503,,583.18,534.35,0.91626941939024,,583.18,51.9,0.0889948214959361,,583.18,10324.24,17.7033505950135,,583.18,9.76,0.016735827703282,,583.18,9.76,0.016735827703282,,583.18,17.13,0.0293734353029939
,,583.38,11365.77,19.4826185333745,,583.38,771.92,1.32318557372553,,583.38,11067.77,18.9718022558195,,583.38,491.89,0.843172546196304,,583.38,65.41,0.112122458774727,,583.38,9976.77,17.1016661524221,,583.38,0.07,0.000119990400767939,,583.38,0.07,0.000119990400767939,,583.38,11.13,0.0190784737221022
,,583.57,11377.83,19.4969412409822,,583.57,793.59,1.3598882739003,,583.57,10914.33,18.7026920506537,,583.57,423.9,0.726391007077129,,583.57,97.25,0.166646674777662,,583.57,9648.58,16.5337148928149,,583.57,-6.76,-0.0115838716863444,,583.57,-6.76,-0.0115838716863444,,583.57,17.54,0.0300563771269942
,,583.77,11340.97,19.4271202699693,,583.77,842.23,1.44274286105829,,583.77,10649.23,18.2421672919129,,583.77,348.39,0.596793257618583,,583.77,193.1,0.330780958254107,,583.77,9485.59,16.2488480052075,,583.77,-11.54,-0.0197680593384381,,583.77,-11.54,-0.0197680593384381,,583.77,9.08,0.0155540709526012
,,583.96,11353.03,19.4414514692787,,583.96,972.58,1.66549078704021,,583.96,10734.79,18.3827488184122,,583.96,487.79,0.835314062607028,,583.96,685.7,1.17422426193575,,583.96,9656.43,16.5361154873621,,583.96,18.77,0.032142612507706,,583.96,18.77,0.032142612507706,,583.96,10.04,0.0171929584218097
,,584.16,11353.94,19.4363530539578,,584.16,1149.13,1.96714941112024,,584.16,10897.94,18.6557450013695,,584.16,637.7,1.09165297178855,,584.16,2105.09,3.60361887154204,,584.16,9832.55,16.8319467269241,,584.16,36.93,0.0632189811010682,,584.16,36.93,0.0632189811010682,,584.16,5.67,0.00970624486442071
,,584.36,11370.32,19.4577315353549,,584.36,1367.35,2.33991032924909,,584.36,10921.15,18.6890786501472,,584.36,657.36,1.12492299267575,,584.36,4500.5,7.70158806215347,,584.36,9951.51,17.0297590526388,,584.36,27.1,0.046375521938531,,584.36,27.1,0.046375521938531,,584.36,1.3,0.00222465603395167
,,584.55,11390.57,19.4860490975964,,584.55,1557.52,2.66447694807972,,584.55,10924.95,18.6895047472415,,584.55,624.6,1.0685142417244,,584.55,7603.12,13.0067915490548,,584.55,10020.46,17.1421777435634,,584.55,16.04,0.0274399110426824,,584.55,16.04,0.0274399110426824,,584.55,5.8,0.00992216234710461
,,584.75,11345.29,19.4019495510902,,584.75,1693.6,2.89628046173578,,584.75,10834,18.5275758871313,,584.75,482.06,0.824386489952971,,584.75,10790.08,18.4524668661821,,584.75,9814.98,16.7849166310389,,584.75,0.07,0.000119709277469004,,584.75,0.07,0.000119709277469004,,584.75,12.9,0.0220607097050021
,,584.94,11386.48,19.4660648955448,,584.94,1723.37,2.94623380175745,,584.94,11041.3,18.8759530892057,,584.94,518.24,0.885971210722467,,584.94,13550.16,23.1650425684686,,584.94,9692.95,16.5708448729784,,584.94,21.23,0.0362943207850378,,584.94,21.23,0.0362943207850378,,584.94,16.18,0.0276609566793175
,,585.14,11378.51,19.4457907509314,,585.14,1654.92,2.82824623167105,,585.14,11018.17,18.8299723143179,,585.14,527.25,0.901066411457087,,585.14,14636.01,25.0128345353249,,585.14,9448.39,16.1472297228014,,585.14,16.73,0.0285914482004307,,585.14,16.73,0.0285914482004307,,585.14,15.22,0.0260108691936972
,,585.34,11457.93,19.5748283049168,,585.34,1500.86,2.56408241363994,,585.34,10900.52,18.6225441623672,,585.34,624.32,1.06659377455838,,585.34,13586.3,23.210954317149,,585.34,9385.58,16.0344073529914,,585.34,15.63,0.0267024293572966,,585.34,15.63,0.0267024293572966,,585.34,9.35,0.0159736221683124
,,585.53,11520.28,19.6749611463119,,585.53,1317.54,2.25016651580619,,585.53,10623.89,18.1440575205369,,585.53,642.62,1.0975014089799,,585.53,11014.06,18.8104110805595,,585.53,9209.29,15.728126654484,,585.53,-5.39,-0.00920533533721586,,585.53,-5.39,-0.00920533533721586,,585.53,12.49,0.0213311017368879
,,585.73,11631.32,19.8578184487733,,585.73,1124.01,1.91898997831765,,585.73,10770.97,18.388967613064,,585.73,823.11,1.40527205367661,,585.73,8140.06,13.8972905604972,,585.73,9220.89,15.7425605654482,,585.73,1.84,0.00314137913373056,,585.73,1.84,0.00314137913373056,,585.73,-7.3,-0.0124630802588223
,,585.92,11671.15,19.9193575914801,,585.92,950.23,1.6217743036592,,585.92,11041.3,18.844381485527,,585.92,977.67,1.66860663571819,,585.92,5678.95,9.69236414527581,,585.92,9244.27,15.7773586837794,,585.92,11.26,0.0192176406335336,,585.92,11.26,0.0192176406335336,,585.92,-7.58,-0.0129369197160022
,,586.12,11681.39,19.9300313928888,,586.12,807.96,1.37848904661162,,586.12,11213.71,19.1321060533679,,586.12,1082.66,1.84716440319389,,586.12,3634.05,6.20018085033781,,586.12,9361.35,15.971729338702,,586.12,18.5,0.0315635023544667,,586.12,18.5,0.0315635023544667,,586.12,-8.81,-0.0150310516617757
,,586.31,11671.83,19.9072674864833,,586.31,702.52,1.1982057273456,,586.31,11051.69,18.8495676348689,,586.31,1032.69,1.76133785881189,,586.31,2163.34,3.6897545666968,,586.31,9308.44,15.8763111664478,,586.31,24.51,0.041803823915676,,586.31,24.51,0.041803823915676,,586.31,6.21,0.0105916665245348
,,586.51,11677.29,19.9097884094048,,586.51,625.83,1.06704063016828,,586.51,10868.44,18.5306985388143,,586.51,938.07,1.59941006973453,,586.51,1210.49,2.06388637874887,,586.51,9240.52,15.7550936897922,,586.51,21.23,0.0361971662887248,,586.51,21.23,0.0361971662887248,,586.51,0.48,0.000818400368280166
,,586.71,11644.75,19.8475396703653,,586.71,572.39,0.975592711901962,,586.71,10758.76,18.3374409844727,,586.71,822.43,1.40176577866408,,586.71,667.03,1.13689897905268,,586.71,9107.06,15.5222511973547,,586.71,22.73,0.0387414565969559,,586.71,22.73,0.0387414565969559,,586.71,4.44,0.00756762284603978
,,586.9,11744.42,20.0109388311467,,586.9,537.1,0.915147384562958,,586.9,10888.77,18.5530243653093,,586.9,770,1.31197819049242,,586.9,372.24,0.634247742375192,,586.9,9248.2,15.7577100017039,,586.9,19.59,0.0333787698074629,,586.9,19.59,0.0333787698074629,,586.9,-4.98,-0.00848526154370421
,,587.1,11732.13,19.983188553909,,587.1,522.61,0.890154999148356,,587.1,10966.36,18.6788622040538,,587.1,699.55,1.19153466189746,,587.1,229.12,0.390257196389031,,587.1,9454.19,16.1032021802078,,587.1,22.6,0.0384942939873957,,587.1,22.6,0.0384942939873957,,587.1,2.12,0.00361096917049906
,,587.29,11726.44,19.9670350252856,,587.29,507.87,0.864768683274021,,587.29,11023.32,18.7698070799775,,587.29,698.46,1.18929319416302,,587.29,152.38,0.259462956971854,,587.29,9657.96,16.4449590491921,,587.29,31.33,0.0533467281922049,,587.29,31.33,0.0533467281922049,,587.29,15.63,0.0266137683256994
,,587.49,11599.47,19.7441147934433,,587.49,507.28,0.863470016510919,,587.49,10942.09,18.6251510664011,,587.49,637.84,1.08570358644402,,587.49,112.77,0.191952203441761,,587.49,9524.51,16.212207867368,,587.49,38.71,0.065890483242268,,587.49,38.71,0.065890483242268,,587.49,28.33,0.0482220973974025
,,587.68,11623.36,19.7783827933569,,587.68,508.82,0.865811325891642,,587.68,10944.82,18.6237748434522,,587.68,548.14,0.932718486251021,,587.68,85.79,0.145980805880751,,587.68,9303.15,15.8302988020692,,587.68,28.06,0.0477470732371359,,587.68,28.06,0.0477470732371359,,587.68,20.14,0.0342703512115437
,,587.88,11616.08,19.7592705994421,,587.88,525.75,0.894315166360482,,587.88,11015.36,18.737429407362,,587.88,507.04,0.862488943321766,,587.88,71.89,0.122286861264204,,587.88,9219.36,15.6823841600327,,587.88,22.87,0.0389024971082534,,587.88,22.87,0.0389024971082534,,587.88,6.35,0.0108015241205688
,,588.07,11635.19,19.7853826925366,,588.07,542.41,0.922356182087166,,588.07,10907.5,18.5479619773156,,588.07,394.4,0.670668457836652,,588.07,57.72,0.098151580594147,,588.07,9106.89,15.4860645841481,,588.07,9.08,0.0154403387351846,,588.07,9.08,0.0154403387351846,,588.07,-6.49,-0.0110361011444216
,,588.27,11638.38,19.7840787393544,,588.27,568.88,0.967038944702263,,588.27,10828.62,18.4075679534907,,588.27,390.58,0.663946827137199,,588.27,52.42,0.0891087425841875,,588.27,9080.78,15.4364152515002,,588.27,20.68,0.0351539259183708,,588.27,20.68,0.0351539259183708,,588.27,-11.54,-0.0196168426062862
,,588.47,11715.52,19.9084405322276,,588.47,594.17,1.00968613523204,,588.47,10943.15,18.5959352218465,,588.47,534.76,0.908729416962632,,588.47,44.86,0.0762315835981443,,588.47,9128.05,15.5114959131307,,588.47,34.75,0.0590514384760481,,588.47,34.75,0.0590514384760481,,588.47,-16.04,-0.0272571244073615
,,588.66,11712.33,19.896595657935,,588.66,620.9,1.05476845717392,,588.66,10914.25,18.5408385145925,,588.66,617.91,1.04968912445215,,588.66,41.78,0.0709747562260048,,588.66,9115.42,15.4850338055924,,588.66,23.69,0.040243943872524,,588.66,23.69,0.040243943872524,,588.66,-1.3,-0.00220840553120647
,,588.86,11671.37,19.8202798627857,,588.86,649.74,1.10338620385151,,588.86,10871.02,18.4611282817648,,588.86,684.4,1.16224569507183,,588.86,36.69,0.0623068301463845,,588.86,8970.87,15.234300173216,,588.86,10.17,0.0172706585606086,,588.86,10.17,0.0172706585606086,,588.86,4.16,0.00706449750365112
,,589.05,11646.57,19.7717850776674,,589.05,692.24,1.17518037518038,,589.05,10750.87,18.2512010864952,,589.05,583.36,0.990340378575673,,589.05,33.04,0.0560903149138443,,589.05,8707.02,14.7814616755793,,589.05,0.07,0.00011883541295306,,589.05,0.07,0.00011883541295306,,589.05,4.71,0.00799592564298447
,,589.25,11634.51,19.7446075519728,,589.25,743.54,1.26184132371659,,589.25,10742.15,18.2302078913874,,589.25,579.95,0.984217225286381,,589.25,27.7,0.0470089096308867,,589.25,8574.25,14.5511243105643,,589.25,1.84,0.00312261349172677,,589.25,1.84,0.00312261349172677,,589.25,3.89,0.00660161221892236
,,589.44,11637.24,19.7428745928339,,589.44,820.45,1.39191435939197,,589.44,10906.21,18.5026635450597,,589.44,739.42,1.25444489685125,,589.44,31.31,0.053118213897937,,589.44,8699.34,14.7586522801303,,589.44,32.43,0.05501832247557,,589.44,32.43,0.05501832247557,,589.44,9.35,0.0158625135722041
,,589.64,11659.54,19.7739976935079,,589.64,907.01,1.53824367410623,,589.64,10770.74,18.2666372701988,,589.64,701.87,1.19033647649413,,589.64,25.02,0.0424326707821722,,589.64,8548.14,14.4972186418832,,589.64,18.64,0.0316125093277254,,589.64,18.64,0.0316125093277254,,589.64,12.77,0.0216572824096059
,,589.83,11854.1,20.0974857162233,,589.83,1024.64,1.73717850906193,,589.83,11013.92,18.6730413848058,,589.83,834.17,1.41425495481749,,589.83,31.39,0.0532187240391299,,589.83,8630.4,14.632012613804,,589.83,40.89,0.0693250597629826,,589.83,40.89,0.0693250597629826,,589.83,5.26,0.00891782377973314
,,590.03,11980.39,20.3047133196617,,590.03,1141.49,1.93463044251987,,590.03,10924.11,18.5144992627494,,590.03,722.49,1.22449705947155,,590.03,25.35,0.0429639170889616,,590.03,8409.39,14.2524786875244,,590.03,15.77,0.02672745453621,,590.03,15.77,0.02672745453621,,590.03,4.98,0.00844024880090843
,,590.22,12005.88,20.3413642370641,,590.22,1273.28,2.15729727898072,,590.22,11005.2,18.6459286367795,,590.22,828.57,1.40383246924875,,590.22,27.72,0.046965538273864,,590.22,8416.72,14.2603097150215,,590.22,34.47,0.0584019518145776,,590.22,34.47,0.0584019518145776,,590.22,3.48,0.00589610653654569
,,590.42,11876.4,20.1151722502625,,590.42,1373.24,2.32586971986044,,590.42,10801.92,18.2953151993496,,590.42,749.8,1.26994343010061,,590.42,16.59,0.0280986416449307,,590.42,8212.1,13.9089122997188,,590.42,21.78,0.0368889942752617,,590.42,21.78,0.0368889942752617,,590.42,8.67,0.0146844619084719
,,590.61,11828.61,20.0277848326307,,590.61,1434.52,2.42887861702308,,590.61,10770.13,18.2356038671882,,590.61,801.68,1.35737627198998,,590.61,17.26,0.0292240226206803,,590.61,8254.08,13.9755168385229,,590.61,15.63,0.0264641641692487,,590.61,15.63,0.0264641641692487,,590.61,2.25,0.00380962056179205
,,590.81,11796.53,19.9667067246661,,590.81,1419.47,2.40258289467003,,590.81,10729.93,18.1613886020887,,590.81,783.79,1.32663631285862,,590.81,14.75,0.0249657250215805,,590.81,8215.34,13.9052148744943,,590.81,-10.44,-0.0176706555406984,,590.81,-10.44,-0.0176706555406984,,590.81,-7.03,-0.0118989184340143
,,591.01,11781.51,19.9345357946566,,591.01,1355.41,2.29337913064077,,591.01,10859.11,18.3738177019001,,591.01,879.36,1.48789360586115,,591.01,18.86,0.0319114735791273,,591.01,8245.04,13.9507622544458,,591.01,-4.44,-0.00751256323920069,,591.01,-4.44,-0.00751256323920069,,591.01,-9.76,-0.016514102976261
,,591.2,11632.23,19.6756258457375,,591.2,1245.12,2.10608930987821,,591.2,10931.62,18.4905615696888,,591.2,894.11,1.51236468200271,,591.2,13.91,0.0235284167794317,,591.2,8130.86,13.7531461434371,,591.2,2.53,0.00427943166441137,,591.2,2.53,0.00427943166441137,,591.2,-7.44,-0.0125845737483085
,,591.4,11500.71,19.4465843760568,,591.4,1123.54,1.89979709164694,,591.4,10943.07,18.5036692593845,,591.4,882.5,1.49222184646601,,591.4,17.02,0.0287791680757525,,591.4,8164.14,13.8047683462969,,591.4,7.44,0.0125803178897531,,591.4,7.44,0.0125803178897531,,591.4,-1.16,-0.0019614474129185
,,591.59,11498.89,19.4372622931422,,591.59,991.77,1.67644821582515,,591.59,10943,18.4976081407732,,591.59,905.85,1.53121249514022,,591.59,19.72,0.0333338967866259,,591.59,8284.97,14.0045808752683,,591.59,25.6,0.0432732128670194,,591.59,25.6,0.0432732128670194,,591.59,-6.89,-0.0116465795567876
,,591.79,11559.42,19.5329762246743,,591.79,868.95,1.46834181043951,,591.79,10796.23,18.2433464573582,,591.79,843.87,1.42596191216479,,591.79,22.92,0.0387299548826442,,591.79,8232.58,13.9113198938813,,591.79,8.81,0.0148870376315923,,591.79,8.81,0.0148870376315923,,591.79,-6.35,-0.0107301576572771
,,591.98,11636.1,19.656238386432,,591.98,757.43,1.27948579343897,,591.98,10616.54,17.9339504712997,,591.98,714.02,1.20615561336532,,591.98,14.89,0.0251528767863779,,591.98,8022.66,13.5522483867698,,591.98,-7.85,-0.0132605831278084,,591.98,-7.85,-0.0132605831278084,,591.98,-12.9,-0.021791276732322
,,592.18,11677.29,19.7191563376001,,592.18,663.88,1.12107805059273,,592.18,10455.2,17.6554426019116,,592.18,563.16,0.950994630011145,,592.18,11.72,0.0197912796784761,,592.18,7917.7,13.3704279104326,,592.18,-22.6,-0.0381640717349455,,592.18,-22.6,-0.0381640717349455,,592.18,-10.99,-0.0185585463879226
,,592.37,11725.53,19.7942670965782,,592.37,584.7,0.987052011411787,,592.37,10397.18,17.5518341577055,,592.37,483.01,0.815385654236373,,592.37,8.78,0.0148218174451778,,592.37,7969.07,13.4528588551074,,592.37,-7.44,-0.0125597177439776,,592.37,-7.44,-0.0125597177439776,,592.37,-9.49,-0.0160203926599929
,,592.57,11851.37,19.9999493730698,,592.57,529.65,0.893818451828476,,592.57,10620.03,17.9219839006362,,592.57,529.57,0.893683446681405,,592.57,10,0.016875643383904,,592.57,8147.59,13.7495823278262,,592.57,13.45,0.0226977403513509,,592.57,13.45,0.0226977403513509,,592.57,-2.53,-0.00426953777612771
,,592.76,11908.03,20.0891254470612,,592.76,491.21,0.828682772116877,,592.76,10732.29,18.1056245360686,,592.76,485.2,0.818543761387408,,592.76,5.27,0.00889061340171402,,592.76,8196.74,13.8280923139213,,592.76,8.94,0.015081989338012,,592.76,8.94,0.015081989338012,,592.76,-3.62,-0.00610702476550375
,,592.96,12022.26,20.2749932541824,,592.96,471.16,0.79458985429034,,592.96,10969.62,18.4997638963842,,592.96,527.52,0.88963842417701,,592.96,7.46,0.0125809498111171,,592.96,8322.52,14.0355504587156,,592.96,5.39,0.00908998920669185,,592.96,5.39,0.00908998920669185,,592.96,-7.17,-0.0120918780356179
,,593.15,12034.09,20.2884430582483,,593.15,449.28,0.757447525920931,,593.15,10879.97,18.342695776785,,593.15,514.83,0.867959200876675,,593.15,9.19,0.0154935513782348,,593.15,8353.92,14.0839922447947,,593.15,19.32,0.0325718620922195,,593.15,19.32,0.0325718620922195,,593.15,-6.76,-0.0113967799039029
,,593.35,12039.1,20.2900480323586,,593.35,444.28,0.748765484115615,,593.35,10726.29,18.0775090587343,,593.35,533.67,0.899418555658549,,593.35,11.13,0.0187579000589871,,593.35,8326.1,14.0323586416112,,593.35,16.18,0.0272688969410972,,593.35,16.18,0.0272688969410972,,593.35,5.39,0.00908401449397489
,,593.54,12011.11,20.2363951881929,,593.54,438.24,0.738349563635138,,593.54,10540,17.7578596219294,,593.54,521.38,0.878424369039997,,593.54,7,0.0117936449101998,,593.54,8220.97,13.8507429996293,,593.54,27.92,0.0470397951275398,,593.54,27.92,0.0470397951275398,,593.54,10.04,0.016915456414058
,,593.74,12038.42,20.2755751675818,,593.74,443.78,0.747431535689022,,593.74,10598.94,17.8511469666858,,593.74,608.62,1.02506147471957,,593.74,10.62,0.0178866170377606,,593.74,8255.45,13.904149964631,,593.74,30.79,0.0518577154983663,,593.74,30.79,0.0518577154983663,,593.74,10.85,0.0182739919830229
,,593.93,12033.64,20.2610408634014,,593.93,438.92,0.739009647601569,,593.93,10916.6,18.3802805044365,,593.93,837.04,1.40932433115014,,593.93,13.19,0.0222080043102723,,593.93,8449.32,14.2261209233411,,593.93,39.39,0.0663209469129359,,593.93,39.39,0.0663209469129359,,593.93,7.71,0.0129813277658983
,,594.13,12006.79,20.2090283271338,,594.13,445.53,0.749886388500833,,594.13,10935.34,18.4056351303587,,594.13,888.65,1.49571642569808,,594.13,18.67,0.0314240991028899,,594.13,8402.56,14.1426287176207,,594.13,39.12,0.0658441755171427,,594.13,39.12,0.0658441755171427,,594.13,4.03,0.00678302728359113
,,594.32,11990.17,20.1746029075246,,594.32,444.56,0.748014537622829,,594.32,10950.28,18.4248889487145,,594.32,941.35,1.58391102436398,,594.32,15.86,0.0266859604253601,,594.32,8221.31,13.8331370305559,,594.32,36.11,0.0607585139318885,,594.32,36.11,0.0607585139318885,,594.32,-5.8,-0.00975905236236371
,,594.52,11962.41,20.1211229226939,,594.52,444.46,0.747594698243962,,594.52,10686.24,17.9745677184956,,594.52,788.71,1.32663325035323,,594.52,12.51,0.0210421852923367,,594.52,7765.13,13.061175402005,,594.52,31.74,0.0533876068088542,,594.52,31.74,0.0533876068088542,,594.52,-14.27,-0.024002556684384
,,594.71,11992.9,20.1659632425888,,594.71,439.78,0.739486472398312,,594.71,10782.27,18.1302988010963,,594.71,828.03,1.39232567133561,,594.71,8.99,0.0151166114576853,,594.71,7698.06,12.9442249163458,,594.71,34.75,0.0584318407290949,,594.71,34.75,0.0584318407290949,,594.71,-11.4,-0.0191690067427822
,,594.91,11944.44,20.0777260425947,,594.91,446.7,0.750869879477568,,594.91,10689.96,17.9690373333782,,594.91,820.93,1.37992301356508,,594.91,11.27,0.0189440419559261,,594.91,7705.74,12.952782773865,,594.91,37.61,0.0632196466692441,,594.91,37.61,0.0632196466692441,,594.91,-6.35,-0.0106738834445546
,,595.1,11971.97,20.1175768778357,,595.1,461.7,0.775835993950597,,595.1,10759.97,18.080944379096,,595.1,922.23,1.54970593177617,,595.1,12.27,0.0206183834649639,,595.1,7921.8,13.3117123172576,,595.1,45.53,0.0765081498907747,,595.1,45.53,0.0765081498907747,,595.1,6.89,0.0115778860695681
,,595.3,12003.6,20.1639509491013,,595.3,491.29,0.825281370737443,,595.3,10771.73,18.0946245590459,,595.3,958.14,1.60950781118764,,595.3,12.43,0.0208802284562406,,595.3,8025.39,13.4812531496724,,595.3,47.85,0.0803796405173862,,595.3,47.85,0.0803796405173862,,595.3,11.26,0.0189148328573828
,,595.49,12064.13,20.2591647214899,,595.49,522.83,0.877982837663101,,595.49,10672.74,17.9226183479152,,595.49,841,1.41228232212128,,595.49,7.76,0.0130312851601202,,595.49,7888.01,13.2462509865825,,595.49,26.56,0.0446019244655662,,595.49,26.56,0.0446019244655662,,595.49,18.09,0.0303783438848679
,,595.69,12126.25,20.3566452349376,,595.69,567.43,0.952559217042421,,595.69,10740.48,18.0303177827393,,595.69,771.64,1.29537175376454,,595.69,11.32,0.0190031727912169,,595.69,7782.88,13.065319209656,,595.69,21.23,0.0356393426110897,,595.69,21.23,0.0356393426110897,,595.69,8.53,0.0143195286138763
,,595.88,12192.24,20.4608981674163,,595.88,612.84,1.02846210646439,,595.88,10695.57,17.9492011814459,,595.88,677.57,1.13709136067665,,595.88,8.67,0.0145499093777271,,595.88,7689.01,12.9036215345372,,595.88,-1.84,-0.00308787004094784,,595.88,-1.84,-0.00308787004094784,,595.88,4.98,0.00835738739343492
,,596.08,12285.08,20.6097839216213,,596.08,680.44,1.14152462756677,,596.08,10851.14,18.2041672258757,,596.08,681.39,1.1431183733727,,596.08,8.86,0.0148637766742719,,596.08,7814.28,13.1094483961884,,596.08,15.36,0.0257683532411757,,596.08,15.36,0.0257683532411757,,596.08,10.85,0.0182022547309086
,,596.27,12214.31,20.4845288208362,,596.27,743.93,1.24763949217636,,596.27,10886.03,18.2568802723598,,596.27,648.35,1.08734298220605,,596.27,0.41,0.000687607962835628,,596.27,7876.57,13.2097371995908,,596.27,14.27,0.0239321112918644,,596.27,14.27,0.0239321112918644,,596.27,15.77,0.0264477501802875
,,596.47,12098.49,20.2834845004778,,596.47,815.43,1.36709306419434,,596.47,11035.61,18.5015340251815,,596.47,678.39,1.13734135832481,,596.47,5.84,0.00979093667745234,,596.47,7820.08,13.1106007007896,,596.47,42.26,0.0708501684912904,,596.47,42.26,0.0708501684912904,,596.47,18.23,0.0305631465119788
,,596.66,12047.97,20.1923541045151,,596.66,864.17,1.44834579157309,,596.66,11326.42,18.9830389166359,,596.66,917.18,1.53719035966882,,596.66,6.56,0.0109945362518017,,596.66,7933.06,13.2957798411155,,596.66,71.2,0.119330942245165,,596.66,71.2,0.119330942245165,,596.66,10.17,0.0170448831830523
,,596.86,12023.85,20.1451764232818,,596.86,905.88,1.51774285427068,,596.86,11246.7,18.8431122876386,,596.86,899.43,1.50693629996984,,596.86,10.29,0.017240223838086,,596.86,7811.89,13.0883121670073,,596.86,70.25,0.117699292966525,,596.86,70.25,0.117699292966525,,596.86,1.02,0.00170894347083068
,,597.05,12037.05,20.160874298635,,597.05,921.34,1.54315383971192,,597.05,11134.83,18.6497445775061,,597.05,845.09,1.41544259274768,,597.05,8.48,0.0142031655640231,,597.05,7760.18,12.9975378946487,,597.05,55.09,0.0922703291181643,,597.05,55.09,0.0922703291181643,,597.05,1.02,0.00170839963152165
,,597.25,11879.13,19.8897111762244,,597.25,922.16,1.54401004604437,,597.25,10820.2,18.1167015487652,,597.25,622.96,1.04304730012558,,597.25,13.89,0.0232565927166178,,597.25,7436.6,12.45140226036,,597.25,25.46,0.042628714943491,,597.25,25.46,0.042628714943491,,597.25,-1.84,-0.00308078694014232
,,597.44,11906.66,19.9294657204071,,597.44,893.41,1.49539702731655,,597.44,10916.38,18.2719268880557,,597.44,707.61,1.18440345474022,,597.44,14.46,0.0242032672737011,,597.44,7413.39,12.4085933315479,,597.44,38.98,0.0652450455275844,,597.44,38.98,0.0652450455275844,,597.44,7.99,0.0133737279057311
,,597.64,11880.49,19.8790074292216,,597.64,847.71,1.41842915467506,,597.64,10854.33,18.1619871494545,,597.64,657.77,1.10061240880798,,597.64,16.15,0.0270229569640586,,597.64,7250.07,12.1311659192825,,597.64,43.08,0.0720835285456127,,597.64,43.08,0.0720835285456127,,597.64,-18.09,-0.0302690582959641
,,597.83,11893.46,19.8943846913002,,597.83,782.26,1.30849907164244,,597.83,11027.95,18.4466319856815,,597.83,652.59,1.09159794590435,,597.83,11.19,0.018717695665992,,597.83,7322.94,12.2492012779553,,597.83,43.89,0.0734155194620544,,597.83,43.89,0.0734155194620544,,597.83,-19.46,-0.0325510596657913
