,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Incandescent,,,,Fluorescent,,,,Halogen,,,,Hydrogen,,,,Helium,,,,LED,,,,Green Laser,,,,Red Laser,,,,Green Laser Again,,
,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L,,Wavelength,Intensity,I/L
,,309.86,65.08,0.210030336280901,,309.86,8.34,0.0269153811398696,,309.86,126.16,0.407151616859227,,309.86,50.48,0.162912282966501,,309.86,-6.78,-0.0218808494158652,,309.86,91.56,0.29548828503195,,309.86,4.71,0.0152004130897825,,309.86,4.71,0.0152004130897825,,309.86,-17.41,-0.0561866649454592
,,310.08,67.58,0.217943756449948,,310.08,6.68,0.0215428276573787,,310.08,172.05,0.554856811145511,,310.08,83.66,0.269801341589267,,310.08,-4.64,-0.0149638802889577,,310.08,120.23,0.387738648090815,,310.08,20.27,0.0653702270381837,,310.08,20.27,0.0653702270381837,,310.08,-15.77,-0.0508578431372549
,,310.29,48.92,0.157658964194786,,310.29,5.71,0.0184021399336105,,310.29,-7.87,-0.0253633697508782,,310.29,-33.89,-0.109220406716298,,310.29,1.57,0.00505978278384737,,310.29,-5.55,-0.0178864932804796,,310.29,-0.2,-0.000644558316413678,,310.29,-0.2,-0.000644558316413678,,310.29,-24.64,-0.0794095845821651
,,310.51,42.32,0.136291906862903,,310.51,0.38,0.00122379311455348,,310.51,-105.41,-0.339473768960742,,310.51,-114.72,-0.369456700267302,,310.51,-3.21,-0.0103378313097807,,310.51,-89,-0.286625229461209,,310.51,-6.49,-0.0209010981932949,,310.51,-6.49,-0.0209010981932949,,310.51,-9.22,-0.0296930855689028
,,310.73,67.81,0.218228043639172,,310.73,3.4,0.0109419753483732,,310.73,8.82,0.0283847713448975,,310.73,-50.55,-0.16268142760596,,310.73,1.95,0.00627554468509639,,310.73,-7.77,-0.0250056318990764,,310.73,4.3,0.0138383805876484,,310.73,4.3,0.0138383805876484,,310.73,-5.53,-0.0177968010813246
,,310.94,83.97,0.270052100083617,,310.94,4.05,0.0130250209043545,,310.94,109.24,0.351321798417701,,310.94,25.5,0.0820093908792693,,310.94,-2.81,-0.00903711326944105,,310.94,65.79,0.211584228468515,,310.94,23.14,0.0744195021547565,,310.94,23.14,0.0744195021547565,,310.94,-12.22,-0.0393001865311636
,,311.16,128.11,0.411717444401594,,311.16,7.11,0.0228499807173159,,311.16,391.03,1.25668466383854,,311.16,240.94,0.774328319835454,,311.16,11.48,0.0368942023396323,,311.16,294.99,0.948033166216737,,311.16,31.74,0.102005399151562,,311.16,31.74,0.102005399151562,,311.16,-13.18,-0.0423576295153619
,,311.37,88.06,0.282814657802614,,311.37,0.93,0.00298680026977551,,311.37,95.44,0.30651636316922,,311.37,60.59,0.194591643382471,,311.37,3.38,0.0108552525933777,,311.37,87.47,0.280919806018563,,311.37,8.4,0.0269775508237788,,311.37,8.4,0.0269775508237788,,311.37,-20.96,-0.0673154125317147
,,311.59,64.62,0.207387913604416,,311.59,4.05,0.0129978497384383,,311.59,25.13,0.0806508552906062,,311.59,-12.32,-0.039539137969768,,311.59,4,0.0128373824577169,,311.59,35.24,0.113097339452486,,311.59,-10.58,-0.0339548766006611,,311.59,-10.58,-0.0339548766006611,,311.59,-2.25,-0.00722102763246574
,,311.8,57.8,0.185375240538807,,311.8,-1.06,-0.00339961513790892,,311.8,-33.51,-0.107472738935215,,311.8,-76.22,-0.244451571520205,,311.8,-5.46,-0.0175112251443233,,311.8,-15.45,-0.0495509942270686,,311.8,-9.9,-0.0317511225144323,,311.8,-9.9,-0.0317511225144323,,311.8,1.43,0.00458627325208467
,,312.02,33.91,0.108678930837767,,312.02,6.91,0.0221460162810076,,312.02,-7.26,-0.0232677392474841,,312.02,-29.93,-0.0959233382475482,,312.02,0.41,0.00131401833215819,,312.02,30.98,0.0992885071469778,,312.02,-4.57,-0.0146464970194218,,312.02,-4.57,-0.0146464970194218,,312.02,-1.43,-0.00458303954874688
,,312.24,51.88,0.166154240327953,,312.24,4.38,0.0140276710222905,,312.24,114.71,0.367377658211632,,312.24,77.52,0.248270561106841,,312.24,2.91,0.00931975403535742,,312.24,122.11,0.391077376377146,,312.24,9.35,0.0299449141685883,,312.24,9.35,0.0299449141685883,,312.24,1.98,0.0063412759415834
,,312.45,43.69,0.139830372859658,,312.45,11.09,0.0354936789886382,,312.45,117.66,0.37657225156025,,312.45,99.36,0.318002880460874,,312.45,8.51,0.0272363578172508,,312.45,143.78,0.460169627140342,,312.45,5.8,0.018562970075212,,312.45,5.8,0.018562970075212,,312.45,6.35,0.0203232517202752
,,312.67,76.46,0.244538970799885,,312.67,5.63,0.0180062046246842,,312.67,158.85,0.508043624268398,,312.67,103.18,0.329996481913839,,312.67,5.86,0.0187418044583746,,312.67,162.05,0.518278056737135,,312.67,1.71,0.00546902485048134,,312.67,1.71,0.00546902485048134,,312.67,14.54,0.0465027025298238
,,312.88,72.82,0.232740986959857,,312.88,10.46,0.0334313474814625,,312.88,67.15,0.214619023267706,,312.88,24,0.0767067246228586,,312.88,13.02,0.0416133981079008,,312.88,101.8,0.325364356941959,,312.88,-1.02,-0.00326003579647149,,312.88,-1.02,-0.00326003579647149,,312.88,-0.48,-0.00153413449245717
,,313.1,84.65,0.270360907058448,,313.1,6.52,0.0208240178856595,,313.1,82.39,0.263142765889492,,313.1,0.24,0.000766528265729799,,313.1,9.64,0.0307888853401469,,313.1,79.96,0.255381667198978,,313.1,-3.75,-0.0119770041520281,,313.1,-3.75,-0.0119770041520281,,313.1,-4.3,-0.0137336314276589
,,313.31,72.82,0.232421563307906,,313.31,7.36,0.0234911110401838,,313.31,167.8,0.535571797899844,,313.31,54.71,0.174619386550062,,313.31,16.48,0.0525996616769334,,313.31,126.21,0.402827870160544,,313.31,-7.71,-0.02460821550541,,313.31,-7.71,-0.02460821550541,,313.31,-4.57,-0.0145861925888098
,,313.53,89.2,0.284502280483526,,313.53,4.36,0.0139061652792396,,313.53,324.81,1.03597741842886,,313.53,174.45,0.556406085542053,,313.53,8.64,0.0275571715625299,,313.53,234.41,0.747647753006092,,313.53,-3.35,-0.0106847829553791,,313.53,-3.35,-0.0106847829553791,,313.53,13.58,0.0433132395624023
,,313.74,89.66,0.285778032765985,,313.74,8.77,0.0279530821699496,,313.74,336.64,1.07299037419519,,313.74,229.07,0.730126856632881,,313.74,13.57,0.0432523745776758,,313.74,272.47,0.868457958819405,,313.74,9.22,0.029387390833174,,313.74,9.22,0.029387390833174,,313.74,15.91,0.0507107796264423
,,313.96,113.09,0.360205121671551,,313.96,5.98,0.0190470123582622,,313.96,408.85,1.30223595362467,,313.96,252.55,0.804401834628615,,313.96,6.49,0.0206714231112244,,313.96,329.47,1.04940119760479,,313.96,19.05,0.0606765193018219,,313.96,19.05,0.0606765193018219,,313.96,15.36,0.0489234297362721
,,314.18,101.03,0.32156725444013,,314.18,5.28,0.0168056528104908,,314.18,289.01,0.919886689159081,,314.18,172,0.547456871856897,,314.18,7.87,0.0250493347762429,,314.18,227.07,0.7227385575148,,314.18,14.4,0.0458335985740658,,314.18,14.4,0.0458335985740658,,314.18,6.35,0.0202113438156471
,,314.39,81.46,0.25910493336302,,314.39,1.98,0.00629791023887528,,314.39,137.23,0.436496071758008,,314.39,40.52,0.12888450650466,,314.39,0.37,0.00117688221635548,,314.39,98.56,0.313495976335125,,314.39,-10.17,-0.0323483571360412,,314.39,-10.17,-0.0323483571360412,,314.39,0.07,0.00022265339228347
,,314.61,70.77,0.224945170210737,,314.61,5.82,0.0184990941165252,,314.61,174.48,0.554591398874797,,314.61,77.93,0.247703505927974,,314.61,3.08,0.00978989860462159,,314.61,128.08,0.407107212103875,,314.61,3.21,0.0102031086106608,,314.61,3.21,0.0102031086106608,,314.61,-4.44,-0.0141127109754935
,,314.82,62.12,0.19731910297948,,314.82,4.38,0.0139127120259196,,314.82,91.34,0.290134044851026,,314.82,9.52,0.0302395019376151,,314.82,1,0.00317641827075789,,314.82,65.28,0.207356584715075,,314.82,-1.43,-0.00454227812718379,,314.82,-1.43,-0.00454227812718379,,314.82,0.2,0.000635283654151579
,,315.04,53.93,0.171184611477908,,315.04,4.38,0.0139029964448959,,315.04,122.97,0.390331386490604,,315.04,41.74,0.132491112239716,,315.04,3.73,0.0118397663788725,,315.04,83.37,0.264633062468258,,315.04,6.76,0.021457592686643,,315.04,6.76,0.021457592686643,,315.04,-5.26,-0.0166962925342814
,,315.25,30.04,0.095289452815226,,315.25,-1.9,-0.00602696272799366,,315.25,-93.81,-0.297573354480571,,315.25,-109.12,-0.346137985725615,,315.25,2.84,0.00900872323552736,,315.25,-83.03,-0.263378271213323,,315.25,0.34,0.00107850911974623,,315.25,0.34,0.00107850911974623,,315.25,-11.54,-0.0366058683584457
,,315.47,48.01,0.152185627793451,,315.47,2.08,0.00659333692585666,,315.47,3.66,0.0116017370906901,,315.47,-42.9,-0.135987574095794,,315.47,6.87,0.0217770310964593,,315.47,8.45,0.0267854312612927,,315.47,-3.62,-0.0114749421498082,,315.47,-3.62,-0.0114749421498082,,315.47,-22.05,-0.0698957111611247
,,315.68,35.95,0.113881145463761,,315.68,-0.32,-0.0010136847440446,,315.68,-174.74,-0.553535225544856,,315.68,-166.33,-0.526894323365433,,315.68,2,0.00633552965027876,,315.68,-129.11,-0.408990116573746,,315.68,-3.07,-0.0097250380131779,,315.68,-3.07,-0.0097250380131779,,315.68,-11.95,-0.0378547896604156
,,315.9,43.46,0.137575182019626,,315.9,7.17,0.0226970560303894,,315.9,-75,-0.237416904083571,,315.9,-92.06,-0.29142133586578,,315.9,5.54,0.0175371953149731,,315.9,-60.16,-0.190440012662235,,315.9,-10.85,-0.0343463121240899,,315.9,-10.85,-0.0343463121240899,,315.9,11.26,0.0356441911997468
,,316.12,62.12,0.196507655320764,,316.12,6.43,0.020340377071998,,316.12,89.83,0.284164241427306,,316.12,44.61,0.1411172972289,,316.12,3.14,0.00993293685942047,,316.12,65.79,0.208117170694673,,316.12,9.08,0.0287232696444388,,316.12,9.08,0.0287232696444388,,316.12,15.36,0.0485891433632798
,,316.33,86.24,0.272626687320204,,316.33,13.97,0.0441627414409003,,316.33,281.96,0.891347643283912,,316.33,172.54,0.545443049979452,,316.33,9.99,0.0315809439509373,,316.33,227.07,0.717826320614548,,316.33,15.77,0.0498530016122404,,316.33,15.77,0.0498530016122404,,316.33,7.17,0.0226662030158379
,,316.55,88.97,0.28106144368978,,316.55,11.11,0.0350971410519665,,316.55,218.24,0.689432948981204,,316.55,131.04,0.413963039014374,,316.55,3.95,0.0124782814721213,,316.55,184.4,0.58253040593903,,316.55,4.57,0.0144368978044543,,316.55,4.57,0.0144368978044543,,316.55,2.25,0.00710788185120834
,,316.76,69.63,0.219819421644147,,316.76,11.77,0.0371574693774466,,316.76,147.78,0.466536178810456,,316.76,63.04,0.199015027149893,,316.76,7,0.0220987498421518,,316.76,111.02,0.350486172496527,,316.76,11.67,0.0368417729511302,,316.76,11.67,0.0368417729511302,,316.76,-2.66,-0.00839752494001768
,,316.98,80.1,0.252697331061897,,316.98,7.91,0.0249542557890088,,316.98,191.69,0.604738469304057,,316.98,104.41,0.329389866868572,,316.98,5.92,0.018676257177109,,316.98,131.5,0.414852672092877,,316.98,10.44,0.0329358319136854,,316.98,10.44,0.0329358319136854,,316.98,-0.75,-0.00236607987885671
,,317.19,110.14,0.34723667202623,,317.19,14.07,0.0443582710678142,,317.19,409.39,1.29067751190138,,317.19,254.05,0.800939499984237,,317.19,10.26,0.0323465430814338,,317.19,309.33,0.975219899744633,,317.19,46.08,0.145275702260475,,317.19,46.08,0.145275702260475,,317.19,6.76,0.0213121472934203
,,317.41,91.25,0.287483066065971,,317.41,9.92,0.0312529535931445,,317.41,141.1,0.444535458870231,,317.41,70.14,0.220976024699915,,317.41,2.17,0.00683658359850036,,317.41,110.5,0.348130178633313,,317.41,6.35,0.0200056708988375,,317.41,6.35,0.0200056708988375,,317.41,12.08,0.0380580321981034
,,317.62,95.57,0.300894150242428,,317.62,13.19,0.0415276116113595,,317.62,209.75,0.660380328694667,,317.62,86.12,0.271141615767269,,317.62,2.05,0.00645425351048423,,317.62,174.5,0.549398652477804,,317.62,10.17,0.0320193942446949,,317.62,10.17,0.0320193942446949,,317.62,20.41,0.0642591776336503
,,317.84,65.08,0.204757110495847,,317.84,7.23,0.0227472942360936,,317.84,20.88,0.0656934306569343,,317.84,-34.58,-0.108796878932796,,317.84,-2.02,-0.00635539894286433,,317.84,24.49,0.077051346589479,,317.84,-13.31,-0.0418764158066952,,317.84,-13.31,-0.0418764158066952,,317.84,9.49,0.0298577900830607
,,318.05,78.73,0.247539695016507,,318.05,9.7,0.0304983493161453,,318.05,201.18,0.632542053136299,,318.05,93.08,0.292658387046062,,318.05,2.75,0.00864643923911335,,318.05,152.83,0.48052193051407,,318.05,25.05,0.0787612010690143,,318.05,25.05,0.0787612010690143,,318.05,19.32,0.0607451658544254
,,318.27,28.67,0.0900807490495491,,318.27,4.71,0.0147987557733999,,318.27,-33.28,-0.104565306186571,,318.27,-49.59,-0.15581110377981,,318.27,-0.57,-0.00179093222735413,,318.27,-30.29,-0.0951707669588714,,318.27,14.13,0.0443962673201998,,318.27,14.13,0.0443962673201998,,318.27,19.46,0.0611430546391429
,,318.48,33.68,0.1057523235368,,318.48,8.73,0.0274114544084401,,318.48,-36.84,-0.115674453654861,,318.48,-65.98,-0.207171564933434,,318.48,-0.57,-0.00178975131876413,,318.48,-36.27,-0.113884702336096,,318.48,18.23,0.0572406430545089,,318.48,18.23,0.0572406430545089,,318.48,18.77,0.0589361969354434
,,318.7,21.62,0.0678380922497647,,318.7,8.57,0.0268904926262943,,318.7,22.32,0.0700345152180734,,318.7,-30.07,-0.0943520552243489,,318.7,1.03,0.00323187951051145,,318.7,28.07,0.088076561029181,,318.7,-4.85,-0.0152180734232821,,318.7,-4.85,-0.0152180734232821,,318.7,8.4,0.0263570756197051
,,318.91,47.79,0.14985419083754,,318.91,10.41,0.032642438305478,,318.91,115.92,0.363488131447744,,318.91,27.68,0.0867956476748926,,318.91,4,0.0125427236524411,,318.91,85.08,0.266783732087423,,318.91,-7.85,-0.0246150951679157,,318.91,-7.85,-0.0246150951679157,,318.91,5.8,0.0181869492960396
,,319.13,71.91,0.225331369661267,,319.13,10.04,0.0314605333249773,,319.13,287.11,0.899664713439664,,319.13,133.49,0.418293485413468,,319.13,3.97,0.012440071444239,,319.13,213.07,0.667658947764234,,319.13,-2.94,-0.00921254661109893,,319.13,-2.94,-0.00921254661109893,,319.13,5.39,0.0168896687870147
,,319.34,92.84,0.290724619527776,,319.34,9.49,0.0297175424312645,,319.34,323.75,1.01380973257343,,319.34,153.43,0.480459698127388,,319.34,4.56,0.0142794513684474,,319.34,233.04,0.729755119934866,,319.34,6.35,0.0198847623222897,,319.34,6.35,0.0198847623222897,,319.34,-2.12,-0.00663869230287468
,,319.56,101.26,0.316873200650895,,319.56,6.45,0.0201840030041307,,319.56,407.79,1.27609838527976,,319.56,234.12,0.732632369508074,,319.56,3.35,0.0104831643509826,,319.56,308.82,0.966391288021029,,319.56,12.36,0.0386781825009388,,319.56,12.36,0.0386781825009388,,319.56,-14.95,-0.0467830767305044
,,319.77,95.34,0.298151796603809,,319.77,7.91,0.0247365293804922,,319.77,383.82,1.20030021578009,,319.77,239.71,0.749632548394158,,319.77,4.35,0.0136035275354161,,319.77,300.11,0.938518310035338,,319.77,5.8,0.0181380367138881,,319.77,5.8,0.0181380367138881,,319.77,-13.58,-0.0424680238921725
,,319.99,86.24,0.269508422138192,,319.99,6.99,0.02184443263852,,319.99,268.61,0.839432482265071,,319.99,170.49,0.532797899934373,,319.99,0.97,0.0030313447295228,,319.99,210,0.656270508453389,,319.99,5.94,0.018563080096253,,319.99,5.94,0.018563080096253,,319.99,-1.71,-0.00534391699740617
,,320.21,101.49,0.31694825270916,,320.21,8.98,0.0280440960619593,,320.21,345.59,1.07926048530652,,320.21,195.07,0.609193966459511,,320.21,2.64,0.0082445894881484,,320.21,250.28,0.781612067080978,,320.21,11.26,0.0351644233471784,,320.21,11.26,0.0351644233471784,,320.21,5.26,0.016426719965023
,,320.42,101.26,0.316022720179764,,320.42,5.53,0.0172585980900069,,320.42,272.55,0.850602334436053,,320.42,143.73,0.448567505149491,,320.42,0.97,0.00302727669933213,,320.42,196.35,0.612789463828725,,320.42,19.46,0.0607327882154672,,320.42,19.46,0.0607327882154672,,320.42,-3.48,-0.0108607452718307
,,320.64,140.4,0.437874251497006,,320.64,9.2,0.0286926147704591,,320.64,444.96,1.3877245508982,,320.64,302.25,0.942645958083832,,320.64,6.16,0.0192115768463074,,320.64,359.33,1.12066492015968,,320.64,40.21,0.125405439121756,,320.64,40.21,0.125405439121756,,320.64,-0.2,-0.00062375249500998
,,320.85,131.07,0.408508648901356,,320.85,7.95,0.0247779336138382,,320.85,306.3,0.954651706404862,,320.85,215.96,0.6730871123578,,320.85,4.78,0.0148979273803958,,320.85,275.03,0.857191834190432,,320.85,25.05,0.0780738662926601,,320.85,25.05,0.0780738662926601,,320.85,-3.62,-0.0112825307776219
,,321.07,124.47,0.387672470177843,,321.07,5.02,0.0156352197340144,,321.07,258.44,0.804933503597346,,321.07,177.87,0.55399134145202,,321.07,4.49,0.0139844893636902,,321.07,228.43,0.711464789609742,,321.07,13.99,0.0435730526053509,,321.07,13.99,0.0435730526053509,,321.07,-9.35,-0.0291213754010029
,,321.28,92.84,0.288969123505976,,321.28,1.06,0.00329930278884462,,321.28,160.97,0.501027141434263,,321.28,98.68,0.307146414342629,,321.28,0.1,0.000311254980079681,,321.28,140.71,0.43796688247012,,321.28,-2.53,-0.00787475099601594,,321.28,-2.53,-0.00787475099601594,,321.28,-5.53,-0.0172124003984064
,,321.5,79.42,0.247029548989114,,321.5,4.96,0.0154276827371695,,321.5,169.32,0.526656298600311,,321.5,113.01,0.351508553654743,,321.5,2.56,0.00796267496111975,,321.5,130.81,0.406874027993779,,321.5,19.32,0.0600933125972006,,321.5,19.32,0.0600933125972006,,321.5,11.95,0.0371695178849145
,,321.71,85.33,0.265238879736409,,321.71,5.49,0.0170650585931429,,321.71,201.93,0.627677100494234,,321.71,137.59,0.427683317273321,,321.71,0.13,0.000404090640639085,,321.71,144.3,0.448540611109384,,321.71,19.59,0.0608933511547667,,321.71,19.59,0.0608933511547667,,321.71,21.5,0.0668303751826179
,,321.93,69.4,0.215574814400646,,321.93,6.45,0.0200354114248439,,321.93,112.88,0.350635231261454,,321.93,55.67,0.172925791321095,,321.93,2.56,0.00795203926319386,,321.93,71.25,0.221321405274439,,321.93,9.9,0.0307520268381325,,321.93,9.9,0.0307520268381325,,321.93,25.19,0.0782468238436927
,,322.14,70.31,0.218259141987956,,322.14,-1.65,-0.00512199664742038,,322.14,103.18,0.320295523685354,,322.14,40.24,0.12491463338921,,322.14,1.59,0.00493574222387782,,322.14,82,0.254547712174831,,322.14,-2.8,-0.00869187309865276,,322.14,-2.8,-0.00869187309865276,,322.14,19.05,0.0591357794747625
,,322.36,54.61,0.169406874302023,,322.36,1.36,0.004218885717831,,322.36,122.9,0.381250775530463,,322.36,64.27,0.199373371386028,,322.36,5.27,0.0163481821565951,,322.36,120.06,0.372440749472639,,322.36,3.62,0.0112296811018737,,322.36,3.62,0.0112296811018737,,322.36,12.08,0.0374736319642636
,,322.57,53.25,0.165080447654773,,322.57,-3.52,-0.0109123601078836,,322.57,82.7,0.256378460489196,,322.57,37.79,0.117152866044579,,322.57,0.97,0.00300709923427473,,322.57,73.13,0.226710481445888,,322.57,-1.43,-0.0044331462938277,,322.57,-1.43,-0.0044331462938277,,322.57,6.21,0.019251635303965
,,322.79,51.65,0.160011152761858,,322.79,5.96,0.0184640168530624,,322.79,95.74,0.296601505622851,,322.79,48.43,0.150035626878156,,322.79,1.84,0.00570030050497227,,322.79,67.5,0.209114284829146,,322.79,2.94,0.00910808885033613,,322.79,2.94,0.00910808885033613,,322.79,8.53,0.0264258496235943
,,323,38.23,0.118359133126935,,323,0.97,0.0030030959752322,,323,116.83,0.361702786377709,,323,42.97,0.133034055727554,,323,2.94,0.00910216718266254,,323,69.55,0.215325077399381,,323,0.75,0.00232198142414861,,323,0.75,0.00232198142414861,,323,11.54,0.0357275541795666
,,323.22,62.35,0.192902666914176,,323.22,6.27,0.0193985520697977,,323.22,212.78,0.658313223191634,,323.22,118.61,0.366963677990223,,323.22,5.73,0.0177278633747912,,323.22,160,0.495018872594518,,323.22,17.95,0.0555349297691975,,323.22,17.95,0.0555349297691975,,323.22,10.31,0.0318977786028092
,,323.43,77.6,0.23992826886807,,323.43,0.91,0.00281359181275701,,323.43,227.57,0.703614383328696,,323.43,117.79,0.364190087499614,,323.43,2.92,0.00902822867390162,,323.43,181.67,0.561698049036886,,323.43,18.5,0.0571993939956096,,323.43,18.5,0.0571993939956096,,323.43,-2.25,-0.00695668305352008
,,323.65,116.05,0.358566352541326,,323.65,6.13,0.0189402131932643,,323.65,298.04,0.920871311602039,,323.65,180.32,0.557145064112467,,323.65,5.14,0.0158813533137649,,323.65,239.53,0.740089602966167,,323.65,21.23,0.0655955507492662,,323.65,21.23,0.0655955507492662,,323.65,10.58,0.0326896338637417
,,323.86,96.48,0.297906502809856,,323.86,5.02,0.0155005249181745,,323.86,226.89,0.70058049774594,,323.86,106.46,0.328722287408139,,323.86,-1.87,-0.0057740999197184,,323.86,173.14,0.534613721978633,,323.86,22.32,0.0689186685604891,,323.86,22.32,0.0689186685604891,,323.86,12.77,0.0394306181683443
,,324.08,79.42,0.24506294742039,,324.08,5.14,0.015860281411997,,324.08,161.13,0.497192051345347,,324.08,83.66,0.258146136756356,,324.08,3.59,0.0110775117254999,,324.08,133.2,0.41100962725253,,324.08,13.72,0.0423352258701555,,324.08,13.72,0.0423352258701555,,324.08,26.01,0.0802579609972846
,,324.29,73.95,0.228036633877085,,324.29,2.14,0.00659903173085818,,324.29,168.1,0.518363193437972,,324.29,76.01,0.234388972832958,,324.29,0.3,0.000925097906195072,,324.29,116.48,0.359184680378673,,324.29,9.63,0.0296956427888618,,324.29,9.63,0.0296956427888618,,324.29,15.5,0.0477967251534121
,,324.5,58.94,0.181633281972265,,324.5,4.59,0.0141448382126348,,324.5,68.36,0.210662557781202,,324.5,13.21,0.040708782742681,,324.5,7.56,0.0232973805855162,,324.5,54.53,0.168043143297381,,324.5,-25.33,-0.0780585516178737,,324.5,-25.33,-0.0780585516178737,,324.5,9.9,0.0305084745762712
,,324.72,73.5,0.226348854397635,,324.72,-0.07,-0.000215570337521557,,324.72,150.73,0.464184528208918,,324.72,70.69,0.21769524513427,,324.72,1.05,0.00323355506282336,,324.72,103.17,0.317719881744272,,324.72,-17.54,-0.0540157674304016,,324.72,-17.54,-0.0540157674304016,,324.72,-0.48,-0.00147819660014782
,,324.93,49.83,0.153356107469301,,324.93,4.07,0.0125257747822608,,324.93,58.27,0.179330932816299,,324.93,31.5,0.0969439571600037,,324.93,3.95,0.0121564644692703,,324.93,51.97,0.159942141384298,,324.93,-32.7,-0.100637060289909,,324.93,-32.7,-0.100637060289909,,324.93,10.04,0.0308989628535377
,,325.15,68.27,0.209964631708442,,325.15,0.79,0.00242964785483623,,325.15,265.27,0.815838843610641,,325.15,173.36,0.533169306473935,,325.15,1.86,0.00572043672151315,,325.15,190.38,0.585514377979394,,325.15,-1.02,-0.00313701368599108,,325.15,-1.02,-0.00313701368599108,,325.15,4.85,0.0149161925265262
,,325.36,38.23,0.117500614703713,,325.36,7.83,0.0240656503565282,,325.36,189.87,0.583568969756577,,325.36,119.02,0.365810179493484,,325.36,3.57,0.0109724612736661,,325.36,135.93,0.417783378411606,,325.36,-4.98,-0.0153061224489796,,325.36,-4.98,-0.0153061224489796,,325.36,9.08,0.0279075485615933
,,325.58,24.58,0.0754960378401622,,325.58,2.33,0.00715645924196818,,325.58,68.74,0.211130904846735,,325.58,22.36,0.0686774371890165,,325.58,-2.94,-0.00903003870016586,,325.58,56.4,0.173229313839916,,325.58,1.84,0.00565145279194054,,325.58,1.84,0.00565145279194054,,325.58,-5.39,-0.0165550709503041
,,325.79,23.21,0.0712422112403696,,325.79,6.52,0.020012891740078,,325.79,-9.39,-0.0288222474600203,,325.79,-24.47,-0.0751097332637589,,325.79,5.91,0.0181405199668498,,325.79,-1.79,-0.00549433684275147,,325.79,0.07,0.000214862334632739,,325.79,0.07,0.000214862334632739,,325.79,-11.13,-0.0341631112066055
,,326.01,38.91,0.119352167111438,,326.01,2.06,0.00631882457593325,,326.01,-3.02,-0.00926351952394098,,326.01,-30.34,-0.0930646299193276,,326.01,6.95,0.0213183644673476,,326.01,7.25,0.0222385816386,,326.01,-7.99,-0.0245084506610227,,326.01,-7.99,-0.0245084506610227,,326.01,-11.4,-0.0349682525075918
,,326.22,53.47,0.163907792287413,,326.22,5.92,0.0181472625835326,,326.22,-33.51,-0.10272208938753,,326.22,-57.24,-0.175464410520508,,326.22,11.94,0.03660106676476,,326.22,-29.27,-0.0897247256452701,,326.22,-15.22,-0.0466556311691497,,326.22,-15.22,-0.0466556311691497,,326.22,-1.98,-0.00606952363435718
,,326.44,48.7,0.149185148878814,,326.44,5.28,0.0161744884205367,,326.44,6.62,0.0202793775272638,,326.44,-16.96,-0.0519544173508149,,326.44,5.89,0.0180431319691214,,326.44,19.2,0.0588163215292244,,326.44,-16.18,-0.0495650042886901,,326.44,-16.18,-0.0495650042886901,,326.44,6.49,0.0198811420169097
,,326.65,83.97,0.257064135925302,,326.65,9.68,0.0296341650084188,,326.65,117.89,0.360906168682076,,326.65,59.22,0.181294964028777,,326.65,1.92,0.00587785091076075,,326.65,93.61,0.286575845706414,,326.65,2.94,0.0090004592071024,,326.65,2.94,0.0090004592071024,,326.65,6.35,0.0194397673350681
,,326.87,109.68,0.335546241625111,,326.87,8.77,0.0268302383210451,,326.87,365.92,1.1194664545538,,326.87,243.26,0.744210236485453,,326.87,0.33,0.00100957567228562,,326.87,285.61,0.873772447762107,,326.87,22.73,0.0695383485789458,,326.87,22.73,0.0695383485789458,,326.87,3.21,0.00982041790314192
,,327.08,97.16,0.297052708817415,,327.08,6.6,0.0201785495903143,,327.08,315.25,0.963831478537361,,327.08,199.85,0.611012596306714,,327.08,1.59,0.00486119603766663,,327.08,243.62,0.74483306836248,,327.08,14.13,0.0432004402592638,,327.08,14.13,0.0432004402592638,,327.08,-3.48,-0.010639598874893
,,327.3,78.96,0.241246562786434,,327.3,7.13,0.0217842957531317,,327.3,329.51,1.00675221509319,,327.3,210.77,0.643965780629392,,327.3,0.89,0.00271921784295753,,327.3,260.18,0.794928200427742,,327.3,18.23,0.0556981362664222,,327.3,18.23,0.0556981362664222,,327.3,-6.21,-0.0189734188817599
,,327.51,48.7,0.148697749687032,,327.51,6.13,0.0187169857408934,,327.51,141.25,0.431284540930048,,327.51,64.27,0.196238282800525,,327.51,2.67,0.00815242282678391,,327.51,95.32,0.291044548258068,,327.51,11.26,0.0343806295990962,,327.51,11.26,0.0343806295990962,,327.51,-1.84,-0.00561814906415071
,,327.73,67.81,0.206908125591188,,327.73,6.33,0.0193146797668813,,327.73,166.28,0.507368870716749,,327.73,74.38,0.226955115491411,,327.73,-1.86,-0.00567540353339639,,327.73,97.19,0.296555091081073,,327.73,18.23,0.0556250572117292,,327.73,18.23,0.0556250572117292,,327.73,4.57,0.0139444054557105
